600	6	100n	N	100n	2	2	P	0		0.0	2.3	3363	1751	0	0	0	0	0	0	237	0	P	100n	0	-2	N	0		0.0	0.9	3	240	0	0	0	0	0	0	237	0
600	6	100n	N	100n	2	2	P	0		0.0	2.1	2563	1698	0	0	0	0	0	0	465	0	P	100n	0	-2	N	0		0.0	1.3	9	474	0	0	0	0	0	0	465	0
600	6	100n	N	100n	2	2	P	0		0.0	1.6	1643	1603	0	0	0	0	0	0	835	0	P	100n	0	-2	N	0		0.0	1.7	95	930	0	0	0	0	0	0	835	0
600	6	100n	N	100n	2	2	P	0		0.0	1.0	525	1312	0	0	0	0	0	0	1093	0	P	100n	0	-2	N	0		0.0	1.9	577	1670	0	0	0	0	0	0	1093	0
600	6	100n	N	100n	2	2	P	0		0.0	0.4	48	557	0	0	0	0	0	0	520	0	P	100n	0	-2	N	0		0.0	1.3	1666	2186	0	0	0	0	0	0	520	0
600	6	100n	N	100n	2	2	P	0		0.0	0.2	14	84	0	0	0	0	0	0	70	0	P	100n	0	-2	N	0		0.0	0.5	970	1040	0	0	0	0	0	0	70	0
600	6	100n	N	100n	2	2	P	0		0.0	0.3	25	28	0	0	0	0	0	0	3	0	P	100n	0	-2	N	0		0.0	0.1	137	140	0	0	0	0	0	0	3	0
600	6	100n	N	100n	2	2	P	0		0.0	0.4	50	50	0	0	0	0	0	0	0	0	P	100n	0	-2	N	0		0.0	0.0	6	6	0	0	0	0	0	0	0	0
600	6	100n	N	100n	2	2	P	0		0.0	0.6	100	100	0	0	0	0	0	0	0	0	P	100n	0	-2	N	0		0.0	0.0	0	0	0	0	0	0	0	0	0	0
600	6	100n	N	100n	2	2	P	0		0.0	0.8	200	199	0	0	0	0	0	0	0	0	P	100n	0	-2	N	0		0.0	0.0	0	0	0	0	0	0	0	0	0	0
600	6	100n	N	100n	2	2	P	0		0.0	1.1	398	395	0	0	0	0	0	0	0	0	P	100n	0	-2	N	0		0.0	0.0	0	0	0	0	0	0	0	0	0	0
600	6	100n	N	100n	2	2	P	0		0.0	1.6	790	762	0	0	0	0	0	0	0	0	P	100n	0	-2	N	0		0.0	0.0	0	0	0	0	0	0	0	0	0	0
600	6	100n	N	100n	2	2	P	0		0.0	2.0	1524	1262	0	0	0	0	0	0	0	0	P	100n	0	-2	N	0		0.0	0.0	0	0	0	0	0	0	0	0	0	0
600	6	100n	N	100n	2	2	P	0		0.0	2.3	2524	1625	0	0	0	0	0	0	0	0	P	100n	0	-2	N	0		0.0	0.0	0	0	0	0	0	0	0	0	0	0
600	6	100n	N	100n	2	2	P	0		0.0	2.4	3250	1717	0	0	0	0	0	0	0	0	P	100n	0	-2	N	0		0.0	0.0	0	0	0	0	0	0	0	0	0	0
600	6	100n	N	100n	2	2	P	0		0.0	2.4	3434	1733	0	0	0	0	0	0	0	0	P	100n	0	-2	N	0		0.0	0.0	0	0	0	0	0	0	0	0	0	0
600	6	100n	N	100n	2	2	P	0		0.0	2.4	3466	1742	0	0	0	0	0	0	0	0	P	100n	0	-2	N	0		0.0	0.0	0	0	0	0	0	0	0	0	0	0
600	6	100n	N	100n	2	2	P	0		0.0	2.5	3484	1744	0	0	0	0	0	0	0	0	P	100n	0	-2	N	0		0.0	0.0	0	0	0	0	0	0	0	0	0	0
600	6	100n	N	100n	2	2	P	0		0.0	2.4	3488	1716	0	0	0	0	0	0	0	0	P	100n	0	-2	N	0		0.0	0.0	0	0	0	0	0	0	0	0	0	0
600	6	100n	N	100n	2	2	P	0		0.0	2.5	3432	1739	0	0	0	0	0	0	0	0	P	100n	0	-2	N	0		0.0	0.0	0	0	0	0	0	0	0	0	0	0
