600	6	100n	N	100n	2	2	P	0		0.0	2.5	3360	1739	0	0	0	0	0	0	240	0	P	100n	0	-2	N	0		0.0	0.9	0	240	0	0	0	0	0	0	240	0
600	6	100n	N	100n	2	2	P	0		0.0	2.0	2540	1669	0	0	0	0	0	0	462	0	P	100n	0	-2	N	0		0.0	1.2	18	480	0	0	0	0	0	0	462	0
600	6	100n	N	100n	2	2	P	0		0.0	1.7	1605	1593	0	0	0	0	0	0	829	0	P	100n	0	-2	N	0		0.0	1.6	95	924	0	0	0	0	0	0	829	0
600	6	100n	N	100n	2	2	P	0		0.0	1.0	520	1290	0	0	0	0	0	0	1070	0	P	100n	0	-2	N	0		0.0	1.9	588	1658	0	0	0	0	0	0	1070	0
600	6	100n	N	100n	2	2	P	0		0.0	0.3	38	556	0	0	0	0	0	0	528	0	P	100n	0	-2	N	0		0.0	1.3	1612	2140	0	0	0	0	0	0	528	0
600	6	100n	N	100n	2	2	P	0		0.0	0.2	8	70	0	0	0	0	0	0	62	0	P	100n	0	-2	N	0		0.0	0.4	994	1056	0	0	0	0	0	0	62	0
600	6	100n	N	100n	2	2	P	0		0.0	0.2	11	16	0	0	0	0	0	0	5	0	P	100n	0	-2	N	0		0.0	0.1	119	124	0	0	0	0	0	0	5	0
600	6	100n	N	100n	2	2	P	0		0.0	0.3	22	22	0	0	0	0	0	0	0	0	P	100n	0	-2	N	0		0.0	0.0	10	10	0	0	0	0	0	0	0	0
600	6	100n	N	100n	2	2	P	0		0.0	0.4	44	44	0	0	0	0	0	0	0	0	P	100n	0	-2	N	0		0.0	0.0	0	0	0	0	0	0	0	0	0	0
600	6	100n	N	100n	2	2	P	0		0.0	0.5	88	88	0	0	0	0	0	0	0	0	P	100n	0	-2	N	0		0.0	0.0	0	0	0	0	0	0	0	0	0	0
600	6	100n	N	100n	2	2	P	0		0.0	0.8	176	176	0	0	0	0	0	0	0	0	P	100n	0	-2	N	0		0.0	0.0	0	0	0	0	0	0	0	0	0	0
600	6	100n	N	100n	2	2	P	0		0.0	1.1	352	351	0	0	0	0	0	0	0	0	P	100n	0	-2	N	0		0.0	0.0	0	0	0	0	0	0	0	0	0	0
600	6	100n	N	100n	2	2	P	0		0.0	1.4	702	683	0	0	0	0	0	0	0	0	P	100n	0	-2	N	0		0.0	0.0	0	0	0	0	0	0	0	0	0	0
600	6	100n	N	100n	2	2	P	0		0.0	2.0	1366	1216	0	0	0	0	0	0	0	0	P	100n	0	-2	N	0		0.0	0.0	0	0	0	0	0	0	0	0	0	0
600	6	100n	N	100n	2	2	P	0		0.0	2.4	2432	1617	0	0	0	0	0	0	0	0	P	100n	0	-2	N	0		0.0	0.0	0	0	0	0	0	0	0	0	0	0
600	6	100n	N	100n	2	2	P	0		0.0	2.4	3234	1719	0	0	0	0	0	0	0	0	P	100n	0	-2	N	0		0.0	0.0	0	0	0	0	0	0	0	0	0	0
600	6	100n	N	100n	2	2	P	0		0.0	2.5	3438	1747	0	0	0	0	0	0	0	0	P	100n	0	-2	N	0		0.0	0.0	0	0	0	0	0	0	0	0	0	0
600	6	100n	N	100n	2	2	P	0		0.0	2.3	3494	1738	0	0	0	0	0	0	0	0	P	100n	0	-2	N	0		0.0	0.0	0	0	0	0	0	0	0	0	0	0
600	6	100n	N	100n	2	2	P	0		0.0	2.4	3476	1749	0	0	0	0	0	0	0	0	P	100n	0	-2	N	0		0.0	0.0	0	0	0	0	0	0	0	0	0	0
600	6	100n	N	100n	2	2	P	0		0.0	2.4	3498	1749	0	0	0	0	0	0	0	0	P	100n	0	-2	N	0		0.0	0.0	0	0	0	0	0	0	0	0	0	0
