331	332	1
1090	1008	2
512	421	19
1250	1218	2
1357	2747	2
885	690	2
1667	1587	1
509	1443	3
820	744	1
2220	29	18
4395	421	4
379	460	6
246	3569	6
984	1241	0
1356	1861	7
99	6722	21
2561	6393	1
229	1328	2
268	126	25
465	178	4
1654	791	1
1186	797	18
148	1057	16
2857	2891	3
237	2880	5
221	1981	7
904	1051	5
4127	1719	6
65	345	18
1135	598	3
572	532	2
933	65	19
61	1295	3
2210	930	12
1074	428	1
740	455	4
1393	1072	15
732	1277	1
1570	153	7
1350	4286	17
84	541	3
391	592	4
365	2337	3
8	51	2
1145	520	23
1299	149	0
1783	2881	5
1430	3680	5
1123	1417	6
337	248	3
414	611	21
208	276	5
409	823	17
934	28	6
168	548	8
832	80	2
148	921	3
910	1776	3
1031	1158	14
1100	299	3
2455	405	1
7103	1733	1
1148	449	2
240	4453	2
3722	1211	1
954	2573	18
538	4527	4
423	5136	2
333	3507	2
688	1890	3
3986	438	7
1105	0	1
277	281	15
1050	402	2
623	19	2
332	2159	10
1633	1318	1
2068	933	8
596	182	7
1092	454	34
481	343	5
3511	406	1
2360	1346	11
367	1842	1
107	70	5
1474	395	3
981	3284	15
484	4603	4
205	564	1
158	177	0
1010	1093	7
514	1622	10
538	704	3
42	11	6
450	361	1
1747	4136	4
463	440	9
593	1891	12
750	904	5
3477	1148	4
1068	5012	3
22	1009	1
2231	7258	2
185	85	4
67	627	1
2470	2095	6
654	1295	5
186	1135	6
1880	1744	0
2562	655	6
129	4736	1
237	252	4
195	1306	13
1084	2185	18
57	359	9
674	248	8
1374	1090	3
184	265	11
969	34	14
735	2520	1
197	1369	2
1280	1008	4
413	1587	16
1914	1129	4
67	970	6
112	728	5
1180	2130	3
804	1016	1
3262	2521	4
1326	824	1
1255	82	3
15	478	21
175	719	4
277	1130	5
2577	375	14
1409	120	5
5861	198	15
1950	243	0
2160	208	2
1065	650	0
149	2408	2
890	84	10
1067	556	1
5351	1459	20
309	201	3
1493	1464	3
968	3583	2
189	1545	0
322	386	12
373	1125	6
228	1198	9
38	3	7
533	251	3
31	1085	18
1363	3183	9
2606	2395	12
405	365	2
93	1477	3
566	1757	0
2002	90	1
158	3539	4
1693	567	4
610	1024	1
209	3135	2
447	1207	13
1994	64	6
1205	1268	30
1053	176	6
1191	2262	2
2812	246	0
279	1697	1
377	904	3
1849	898	1
79	38	1
690	3913	3
4263	3355	1
333	894	1
478	796	0
1846	408	13
698	1081	8
1494	869	12
347	192	1
1087	3	7
588	1125	7
1940	2270	13
1732	61	3
858	1272	10
1033	624	1
1729	1303	10
34	828	3
103	184	6
260	2311	11
114	2326	9
139	469	11
788	876	4
1409	489	1
584	796	14
616	1035	4
1815	1083	4
1434	999	10
120	541	2
195	2491	0
669	3964	15
218	444	4
473	210	10
3239	361	2
1098	536	19
955	1395	2
762	2270	1
53	150	20
92	533	0
1174	3849	6
1676	258	22
32	2956	2
1718	3782	6
127	195	5
158	1258	2
528	470	1
54	613	7
235	539	1
442	49	0
256	350	11
682	146	6
1688	662	9
48	52	3
193	1037	6
989	1569	0
1050	2903	13
2562	596	1
213	122	26
2831	350	5
3339	170	10
346	2742	0
510	3291	4
1110	812	4
186	1243	3
633	448	4
869	2208	8
252	3979	8
447	411	7
321	575	11
2051	959	6
3832	57	8
172	1314	11
1053	1052	3
376	1215	1
1544	360	1
475	1184	1
6	1074	11
102	1944	4
277	852	4
313	407	12
528	235	1
486	332	11
58	1036	5
1746	373	0
1697	273	5
238	1125	12
1848	193	1
83	143	13
1141	812	1
1584	1860	0
778	2374	1
822	904	13
226	1048	11
1382	733	3
42	126	1
905	2036	8
721	1391	7
622	149	2
665	838	6
1264	278	0
912	552	14
174	2073	1
1301	738	6
807	574	3
878	258	2
3313	2351	2
938	423	6
1379	3359	1
133	3762	23
1187	963	5
163	1406	0
462	707	9
1000	1218	3
545	889	3
3452	143	3
750	100	6
585	464	3
340	2232	2
190	28	2
1651	2575	1
232	129	13
893	38	13
2605	3770	1
312	34	1
153	2794	1
407	358	2
428	879	19
1069	2118	2
754	953	1
957	190	12
84	844	0
238	1247	6
358	540	1
1103	3269	10
2601	531	1
311	2756	7
46	5349	10
2618	1025	15
895	810	2
617	2586	6
591	33	2
990	906	10
310	2215	6
346	735	10
718	610	1
105	1125	11
242	4840	3
940	3275	0
887	3781	1
1839	999	5
2515	1143	3
96	805	8
666	559	9
3234	2299	3
1202	350	5
1472	76	7
17	2099	11
2725	408	23
2017	349	7
2029	302	8
1742	549	4
719	549	3
500	6	0
847	1766	2
1115	5082	3
364	654	4
927	1574	9
131	273	6
885	1534	2
124	380	3
200	2797	11
1768	508	3
125	715	10
2821	2693	6
212	1587	6
761	757	5
467	4131	2
3271	1019	0
911	934	0
331	36	22
2299	848	6
103	750	2
1113	297	10
1887	388	1
700	1807	5
118	4807	10
412	82	3
235	905	4
725	311	1
1707	280	1
371	740	1
541	1916	1
1284	2935	15
586	8	3
2376	956	1
1948	427	4
2984	555	4
385	90	3
576	1101	3
782	153	17
1102	533	6
267	1898	1
72	35	5
374	1707	2
347	3213	3
112	764	2
473	378	21
2249	3417	1
589	718	8
435	840	5
1147	321	1
2648	83	3
520	1592	8
251	1038	5
224	80	1
288	2392	3
1300	1259	19
37	1682	9
685	3810	1
362	1852	10
1560	263	4
1962	3469	12
550	1475	8
87	325	2
149	2192	7
268	2011	1
539	419	6
32	2241	11
492	789	9
62	338	6
1634	633	9
441	123	5
1532	385	6
863	783	5
1	751	7
510	398	8
653	2225	2
1354	3445	3
1578	1787	7
118	2654	21
643	4853	1
2294	300	3
1757	865	1
771	1440	7
875	2060	4
692	862	1
1738	335	1
3231	1825	6
678	4660	9
905	1674	0
1436	62	5
74	1946	2
62	3144	17
889	1372	2
250	2723	5
863	1483	12
2643	138	21
812	186	0
38	583	9
378	104	18
1180	3588	1
842	1780	5
3735	847	1
2446	669	7
898	273	7
181	99	6
1237	2016	1
588	1616	7
2001	2078	3
2045	125	2
1429	615	2
2770	805	4
2155	1137	3
10	1461	6
1318	714	10
977	674	1
83	3304	2
502	2240	5
136	222	1
723	198	3
1121	322	3
1993	636	5
147	2808	2
813	183	6
371	1148	7
109	2586	13
885	2131	6
1907	1006	2
1538	239	1
954	812	2
1997	102	7
92	854	0
422	2775	2
1185	1399	1
2435	1460	1
250	1497	20
1710	75	17
553	2598	6
1689	28	5
4503	44	4
1846	2310	0
906	1087	3
606	89	16
239	581	0
39	535	3
1055	1545	1
175	9619	1
704	717	5
1376	3180	4
1781	413	5
1949	1918	1
547	1132	7
601	718	2
560	424	0
2487	1617	1
324	2763	10
710	637	3
82	44	1
861	930	4
474	622	11
263	4337	7
573	196	3
33	1474	11
132	1631	1
146	518	0
433	246	31
1263	1476	13
2413	389	4
2886	2625	1
100	397	0
312	1194	18
105	881	0
145	2603	3
687	851	13
2834	384	0
2674	1158	5
1510	3131	4
1358	208	6
1900	2650	4
167	2087	1
876	1526	5
1715	605	0
2531	56	3
595	1165	1
852	1195	3
328	4612	9
35	330	0
579	1216	4
56	2990	6
90	898	3
422	57	2
163	55	4
230	1122	1
419	162	1
1817	749	2
198	2298	5
553	1145	3
779	85	5
135	186	11
3402	33	10
350	1675	8
529	413	1
228	153	13
241	2006	0
354	645	1
513	935	6
453	6	11
1547	2971	8
2780	74	0
1487	35	6
1742	2032	0
735	1948	7
361	1583	5
3184	495	1
745	561	10
1726	13	3
1341	947	2
2004	1807	2
44	314	6
933	1824	2
86	871	5
1191	72	3
295	1531	2
444	314	1
3188	2245	3
1861	326	1
1149	236	5
288	899	11
986	2954	15
491	1696	1
5179	115	18
2142	448	1
3385	368	0
721	837	5
1521	1306	11
2396	462	3
3001	34	8
1055	1194	18
1844	3365	5
85	186	16
1604	216	3
318	2742	2
1414	379	12
4278	990	5
415	4333	1
232	1139	13
2058	821	8
411	78	2
147	2721	2
232	720	1
863	208	3
2271	1378	5
96	2272	5
1802	1843	3
1175	5540	4
4242	351	4
9	1119	4
1054	3064	8
481	490	1
15	2701	3
127	577	12
1908	943	3
31	1125	2
1412	833	2
261	278	0
1549	1849	10
473	1283	0
897	2608	11
531	636	8
303	1026	10
2125	234	5
1503	149	4
49	140	0
542	700	9
2271	175	1
837	257	19
1738	1996	0
27	2406	6
48	677	6
4071	460	0
929	1695	5
566	1283	21
38	401	7
142	68	0
155	641	2
427	76	20
1060	3260	9
2437	1817	3
1890	1295	2
224	462	9
13	3560	15
546	428	6
267	777	5
102	142	2
2178	665	2
2476	2495	16
1575	22	2
304	1108	3
1470	1016	5
1120	115	5
1932	1110	18
897	3007	6
420	3940	2
606	581	0
1432	114	5
21	242	21
63	3701	6
84	843	7
5076	42	6
651	1293	3
2349	822	9
2434	603	1
253	278	3
807	853	4
3228	200	14
1373	1067	6
1474	2773	2
1214	1160	1
4	1988	1
350	2521	6
831	32	1
1400	102	59
415	4567	3
599	710	9
791	189	5
324	596	4
875	444	1
129	5827	4
66	5503	8
2994	769	8
1159	171	0
95	1029	13
148	108	1
225	1314	12
208	2743	8
38	397	5
330	655	2
768	942	10
86	54	0
861	375	3
2633	1067	3
1586	1218	1
697	149	5
3178	706	1
2039	395	0
300	1152	1
116	1788	2
2009	935	5
226	1226	3
2370	488	9
168	2686	0
425	2433	10
1140	3565	2
782	1374	4
431	240	1
388	2563	3
118	2267	20
102	2793	2
571	127	13
187	956	12
2805	267	6
1283	389	12
312	3132	3
219	573	9
3105	275	1
158	2562	6
1514	2093	6
95	1676	8
151	1943	4
648	1399	4
910	558	6
629	2185	1
374	2826	11
3962	339	8
2365	1092	15
196	874	0
825	15	3
1261	3839	0
1732	921	5
812	292	2
653	579	1
764	1967	2
46	643	3
1680	899	5
2209	1557	0
2233	951	10
615	845	2
2769	991	6
671	670	19
428	112	1
76	1053	2
210	216	2
21	820	2
222	813	16
647	1130	10
773	434	8
352	401	2
64	1697	3
508	491	3
499	176	21
305	1174	13
317	40	22
28	572	10
2139	281	7
1284	491	5
965	222	1
796	3287	0
752	781	4
417	578	10
745	32	1
229	556	1
906	516	0
769	31	4
742	3074	0
306	417	1
353	1187	7
611	1627	1
422	128	20
765	134	1
29	470	3
221	977	1
3999	2453	1
353	2076	2
455	2247	0
1510	728	5
200	627	4
19	204	7
317	1524	2
194	238	9
71	258	2
1808	1601	17
198	772	1
724	554	1
128	468	6
632	702	8
4290	2625	9
47	1272	2
52	715	2
864	3606	7
762	1756	8
1792	324	13
1933	3117	1
942	855	5
154	16	6
1746	355	5
1290	734	1
820	1758	1
310	679	7
828	1244	0
1730	431	10
502	86	7
840	97	12
282	2330	1
1508	2537	5
105	441	14
245	2981	6
477	10	5
4255	351	9
53	1041	1
665	1032	10
1415	425	13
1397	621	2
906	334	13
192	242	3
497	65	5
1147	1253	13
148	741	3
238	1531	12
157	164	5
569	1516	10
111	2158	0
1993	99	7
362	546	3
1806	724	5
8	4400	2
2761	1603	10
119	18	3
285	1564	6
682	3215	1
2375	1252	8
339	778	13
683	65	3
1286	598	20
1194	978	1
84	488	24
384	1023	39
443	310	2
295	6	12
1827	319	3
972	2221	6
2588	1908	4
1793	93	9
582	96	0
6897	1144	4
241	151	3
39	1924	6
1781	950	19
233	668	2
2294	184	2
957	2109	7
2015	565	3
206	382	14
1628	2538	4
5	2992	9
95	817	3
1349	54	5
188	328	23
105	878	7
2908	629	5
21	473	0
223	225	1
1198	2503	1
2210	2382	7
170	651	1
1690	330	10
1308	1984	1
1599	3508	5
415	1656	13
391	238	2
212	3239	1
1437	834	0
643	815	10
154	2897	11
355	1615	6
2355	260	2
18	715	13
1142	1111	28
1365	700	1
225	360	2
2580	1923	2
286	2018	11
241	5349	0
524	292	1
155	227	0
1527	348	8
748	554	1
615	1455	4
1836	2295	3
423	1019	26
864	574	23
1387	607	3
200	1019	5
344	505	5
59	71	5
1008	1098	1
644	66	6
2807	862	1
1272	3182	1
581	996	3
1120	1070	6
5068	1625	6
333	580	8
142	3488	1
102	692	2
173	161	7
352	685	7
131	1045	0
809	385	3
460	1645	6
743	4315	4
61	191	5
80	165	8
639	713	15
217	1172	31
1304	421	4
2870	1504	1
8	130	6
469	925	11
2405	1465	7
578	553	2
339	940	0
1346	3	8
137	1205	6
419	390	2
1792	1200	4
153	56	9
139	34	9
1020	93	2
1279	104	3
477	278	13
1971	1073	0
4331	751	15
3171	564	5
2096	1558	10
5	2117	8
4043	394	13
904	2566	3
780	34	0
1074	446	8
1019	921	4
3037	134	2
168	2611	0
1376	326	8
340	475	13
428	4199	2
220	1810	6
2042	3807	1
323	1711	7
618	1412	2
693	1942	1
1441	7	8
285	2087	4
1017	1354	1
857	1239	0
587	167	1
212	1542	2
1152	357	2
620	1476	1
1078	171	3
200	1047	2
880	3619	2
324	2026	4
1785	1744	2
3577	515	1
1814	390	5
504	2008	0
3824	2182	4
573	1029	2
612	454	2
1036	208	1
1023	5752	11
907	295	3
870	271	1
1651	707	2
263	343	4
524	2695	0
293	3049	8
507	2935	6
1979	1752	11
5041	1607	2
1040	659	7
178	807	1
82	189	10
481	1765	3
306	747	1
977	532	11
363	1390	1
1256	1587	2
451	2287	14
148	263	4
758	302	6
533	234	1
1223	146	12
2260	205	2
138	1600	7
876	564	4
69	1537	6
562	776	6
291	1031	8
3060	603	5
694	958	4
1669	602	3
121	2295	0
717	571	13
387	335	3
2494	815	0
1647	1599	4
975	534	2
389	604	24
894	644	0
2449	245	4
1044	905	5
548	312	4
72	5836	6
627	74	5
964	21	5
5472	204	3
400	543	2
505	804	4
1180	151	1
1774	1130	1
1656	1065	18
355	759	4
482	1281	1
1229	142	30
1990	575	12
1660	1474	11
2004	6	7
611	991	7
1206	633	2
1117	28	1
982	6052	1
589	1462	4
893	742	7
142	1298	12
830	2833	8
166	1770	7
605	2237	11
1172	1932	2
577	179	5
331	882	4
1597	812	0
59	287	1
1557	1229	0
43	397	3
5506	105	9
29	3242	2
500	1486	7
497	1754	3
610	31	1
40	163	0
119	864	1
255	1014	1
1026	581	0
442	831	5
2478	2411	18
179	779	5
417	1160	0
627	1476	17
696	2324	4
684	292	6
794	1224	1
230	250	6
4920	433	15
2038	1163	0
485	2819	2
521	1452	2
604	4898	6
886	1106	4
750	602	7
112	721	6
2016	1322	5
960	116	9
919	491	0
151	6175	6
2805	482	7
3250	3504	2
232	266	1
762	2309	4
473	1374	1
0	316	9
171	1922	5
1517	2542	14
999	3637	16
832	4750	2
1220	1736	6
10	4141	4
134	78	6
208	299	1
614	91	8
798	1280	3
131	177	29
2518	1330	3
2506	977	4
1815	89	13
1878	1704	7
419	625	0
2181	1165	1
474	273	12
449	414	5
233	1789	8
515	138	5
475	412	1
1700	904	7
376	658	1
1169	1365	2
88	762	2
2350	1868	3
213	370	1
288	5407	3
352	198	21
364	1280	15
318	1511	19
147	1714	3
456	2885	1
654	340	1
1941	410	6
947	147	11
634	4882	14
929	1832	2
940	641	0
32	2577	1
97	1717	17
354	526	11
0	71	0
136	1324	10
1806	689	2
604	448	1
1625	4120	11
150	644	6
157	86	7
1468	151	4
266	6592	8
473	1535	2
201	236	0
555	10	10
2083	543	3
356	581	5
334	1320	11
140	2539	0
992	1121	10
2071	138	3
13	3053	5
991	1175	10
2129	333	12
516	568	24
470	697	3
332	972	0
141	128	3
927	82	0
2117	1467	1
55	543	1
352	5168	3
2399	313	6
1533	624	3
997	1283	1
1276	368	7
517	94	3
904	671	5
711	591	19
612	1381	14
1396	2696	15
643	12	0
630	624	2
1551	1473	19
1418	1432	9
915	4117	1
310	390	10
273	1512	4
2111	939	12
922	3068	0
957	498	2
533	2383	6
583	1049	0
949	4550	2
1283	3459	5
281	600	2
5259	1090	10
576	581	3
1574	990	4
40	1238	1
591	422	25
390	895	5
549	243	3
2264	2600	1
1271	404	5
1024	284	8
68	5	2
2428	1353	5
285	1431	8
1216	265	7
154	803	10
1545	292	0
218	1306	1
909	155	1
23	2396	2
1214	243	15
4658	1758	6
1798	2542	8
1402	561	4
2292	697	12
980	2221	19
579	5888	6
356	44	1
1636	380	2
1517	1403	2
1448	500	25
1352	1008	19
1972	92	5
935	55	13
259	9	2
15	2935	10
1457	198	12
585	1678	4
476	174	7
80	2101	1
2727	137	18
677	4352	3
126	1687	5
402	149	0
325	296	7
909	1335	0
2845	1397	6
1486	1577	6
1031	1445	16
62	2145	1
385	723	12
3847	2329	0
571	442	8
1048	480	4
103	1284	0
1303	188	7
1448	743	1
1915	2040	1
164	2269	5
1496	4234	12
47	1571	13
646	328	1
296	501	5
362	370	7
1333	97	2
1485	16	4
2580	1461	23
832	628	5
298	1595	4
703	274	5
1692	1128	3
55	2194	2
3066	96	9
171	25	5
221	2334	0
1065	388	1
230	826	14
1473	744	6
3006	2436	2
46	430	1
871	3020	0
663	1955	6
1041	1108	6
377	210	8
148	1882	3
87	4193	2
735	81	4
767	78	11
261	2751	4
981	76	13
2390	2336	2
83	2548	2
426	2982	2
2239	3242	7
513	236	3
2716	362	3
353	255	1
462	1126	1
357	1430	1
106	444	1
2583	161	3
546	3372	3
777	972	8
1612	3066	3
826	1629	14
85	655	8
1247	1988	7
292	121	9
197	278	1
3496	115	8
2032	1936	8
1912	10	4
227	1335	15
422	2182	5
112	1841	7
819	1930	6
716	1384	0
3076	2017	0
1479	477	10
78	877	1
1025	40	12
283	2020	4
331	1717	3
661	571	3
205	1243	13
62	3645	0
41	337	8
364	1441	12
631	3372	1
277	532	2
1992	382	4
292	141	0
998	1251	4
567	1237	9
830	3134	7
677	1723	3
492	342	17
2055	1815	1
322	1230	6
485	805	6
138	1044	1
561	550	5
665	3453	2
176	1170	13
136	689	1
158	3406	1
2477	4007	8
1541	1	15
1294	2973	5
1394	205	7
505	168	3
2078	1894	6
92	274	0
1020	560	1
1904	396	0
381	810	12
700	6	1
2710	1364	5
2810	884	0
418	276	3
802	3406	1
91	1549	2
5261	1055	0
159	721	3
883	349	0
486	1830	1
681	1196	2
346	81	11
1483	129	7
212	390	0
275	2195	0
2650	6857	9
594	1486	6
1350	807	0
252	1574	8
1262	2659	8
338	2068	1
3070	2046	10
548	1312	30
124	2104	6
68	2223	0
1474	170	0
8195	863	4
862	1154	9
322	1884	12
396	358	13
88	3822	3
1509	551	5
1554	886	16
3384	1736	5
1387	442	1
6	139	9
987	1901	7
112	2135	2
2790	271	14
250	349	3
124	717	2
1238	1715	3
4644	2066	6
65	2164	4
3327	819	1
912	64	2
483	754	3
240	2063	3
177	179	0
92	828	3
144	2437	1
100	4817	12
35	111	0
455	685	3
1778	2059	1
320	11	3
414	741	1
667	964	0
213	1123	9
1017	3360	7
716	938	14
2178	549	2
1169	1536	4
1831	523	7
783	1884	1
2015	210	20
570	2820	1
2151	207	24
1974	2203	1
350	744	2
982	168	12
385	2166	5
156	1406	14
1877	552	9
742	6898	0
623	793	1
155	5690	4
2061	608	2
135	1438	7
227	2665	5
671	408	1
1389	81	7
4683	1154	1
326	80	6
296	92	3
1343	2970	2
2993	1170	5
2354	1406	9
1645	494	1
1676	2341	1
948	3734	5
153	380	1
1158	2111	2
2418	1453	1
120	154	1
3549	948	5
3209	156	4
1784	922	16
1722	1505	4
1440	460	1
1045	2815	6
1265	288	0
758	2551	1
456	830	2
263	684	3
794	77	0
611	348	3
1235	238	4
218	1069	1
2463	1906	12
2772	3574	1
385	1966	9
3616	1035	5
48	2659	6
2931	869	3
669	3345	13
1104	4685	2
134	681	6
1855	1062	13
7	512	4
696	620	1
791	501	15
842	700	0
322	3821	3
646	2940	0
276	563	11
1032	332	3
1030	864	8
472	4432	0
1468	8	0
188	3369	2
1100	1651	3
664	909	11
28	387	5
2575	2691	0
467	1415	11
335	2632	4
257	382	1
2464	269	3
2240	1215	10
1859	1554	2
1250	715	4
621	3425	1
430	456	12
1152	884	8
478	105	4
834	342	6
314	721	1
68	638	4
710	1470	17
502	1274	2
412	314	1
433	1937	5
758	387	1
1611	602	5
194	132	5
3052	5630	7
160	124	4
41	173	0
1961	541	4
873	95	2
854	1666	7
645	2818	6
2138	3127	1
880	1243	3
221	230	3
410	520	10
413	827	6
515	1337	1
649	1854	3
574	1369	8
330	2250	1
661	746	6
2103	816	7
1825	628	1
885	209	4
198	123	0
3989	1985	5
313	1095	7
27	195	7
2306	543	2
1052	315	23
1589	14	0
223	318	8
14	1241	7
860	1078	5
1987	1235	4
73	830	15
1556	592	2
53	525	0
306	634	11
876	771	6
1164	706	13
1400	3241	6
1218	803	4
900	5869	12
1674	1684	4
1225	54	7
1602	857	10
2407	2377	3
1087	2053	8
253	559	1
464	1350	1
53	1627	13
304	2175	19
564	2713	1
67	129	4
1816	237	0
989	2962	6
37	101	5
1284	913	4
322	356	2
1954	993	8
791	182	2
483	3048	1
190	1036	2
381	991	9
585	406	3
792	1429	6
1488	762	0
910	3118	3
1391	2337	9
642	165	10
561	1987	1
2391	586	3
164	499	2
820	5352	7
1149	3739	5
216	422	3
750	3380	26
480	549	4
317	1232	0
876	3904	6
50	1713	3
2178	258	1
2202	1447	3
1060	4016	8
2037	2065	2
6169	3492	4
5	1848	15
201	3077	1
1358	255	17
4068	464	1
