2768	2673	2301	2257
2786	2711	2297	2209
2704	2784	2263	2222
2735	2784	2262	2289
2714	2808	2183	2230
2710	2726	2185	2247
2725	2738	2314	2267
2709	2662	2200	2290
2807	2631	2191	2214
2776	2775	2185	2213
2689	2654	2259	2250
2729	2810	2116	2246
2738	2825	2243	2223
2742	2719	2261	2219
2827	2786	2294	2319
2698	2765	2204	2317
2781	2823	2103	2326
2603	2712	2270	2311
2696	2652	2297	2300
2653	2661	2235	2285
2688	2776	2282	2349
2771	2735	2368	2301
2753	2794	2289	2287
2769	2681	2333	2238
2658	2712	2312	2240
2674	2774	2258	2257
2795	2772	2251	2213
2795	2651	2283	2280
2783	2681	2276	2237
2644	2711	2272	2226
2680	2629	2261	2259
2692	2702	2215	2185
2801	2737	2392	2304
2696	2779	2235	2251
2626	2730	2239	2237
2718	2736	2237	2249
2777	2698	2308	2143
2689	2736	2290	2317
2744	2714	2266	2245
2733	2731	2241	2277
2712	2700	2292	2262
2722	2670	2216	2236
2714	2719	2274	2310
2700	2815	2252	2313
2729	2769	2168	2228
2743	2731	2296	2213
2696	2716	2261	2239
2697	2801	2290	2214
2765	2772	2252	2285
2794	2827	2315	2244
2813	2764	2183	2184
2748	2850	2269	2300
2725	2663	2339	2310
2733	2849	2203	2342
2738	2757	2266	2237
2832	2797	2265	2261
2693	2751	2266	2255
2755	2776	2268	2242
2832	2723	2296	2317
2700	2734	2284	2364
2732	2720	2356	2295
2758	2797	2279	2257
2708	2730	2319	2273
2706	2619	2193	2297
2707	2691	2182	2172
2708	2834	2275	2275
2740	2684	2277	2294
2680	2673	2312	2320
2780	2838	2290	2334
2787	2658	2203	2277
2810	2684	2268	2310
2667	2761	2244	2257
2611	2803	2279	2294
2827	2775	2316	2272
2677	2699	2317	2257
2707	2702	2405	2219
2652	2794	2141	2319
2817	2714	2213	2353
2686	2768	2253	2211
2776	2741	2294	2209
2778	2682	2345	2241
2778	2699	2227	2220
2688	2788	2214	2238
2633	2850	2350	2180
2757	2785	2337	2231
2739	2654	2210	2366
2710	2720	2259	2233
2841	2712	2274	2223
2718	2785	2269	2199
2759	2770	2279	2194
2786	2739	2273	2262
2789	2681	2299	2386
2719	2676	2190	2265
2692	2690	2308	2319
2798	2712	2271	2310
2730	2852	2222	2230
2722	2722	2305	2256
2746	2813	2238	2320
2713	2791	2196	2265
2739	2735	2294	2289
