1	4	1	19
2	27	1	5
6	10	1	19
3	3	2	138
1	10	1	14
1	9	0	2
4	4	4	6
3	12	0	36
3	13	1	64
1	53	3	20
0	0	9	81
0	18	1	87
2	25	3	17
2	40	6	40
0	81	6	3
1	31	1	9
1	38	1	39
1	84	0	26
0	52	0	19
1	60	1	32
0	4	0	21
1	2	1	2
3	27	8	71
1	1	0	14
4	2	1	89
2	0	10	52
3	37	0	8
1	7	2	175
2	89	1	43
2	4	2	10
3	29	3	30
1	54	1	29
2	31	7	42
1	8	0	9
1	13	0	21
1	39	7	60
12	89	2	41
6	5	0	19
6	11	3	26
1	4	0	31
4	16	0	55
0	19	3	0
0	13	1	6
0	28	2	16
3	4	3	21
1	62	1	36
2	36	2	59
0	21	2	5
2	15	2	48
1	17	2	44
5	14	0	6
1	11	0	16
2	17	1	37
2	17	1	66
6	8	0	21
2	11	1	17
5	26	0	69
2	12	2	28
4	98	2	44
4	16	5	63
3	21	1	5
2	29	10	5
2	36	4	24
4	2	2	40
0	65	1	68
2	1	0	40
0	1	2	25
2	31	0	19
3	37	3	75
7	16	2	1
1	31	2	81
3	20	1	76
7	7	1	36
0	7	5	8
1	56	1	152
2	74	2	15
5	158	1	0
0	17	0	83
0	19	1	14
0	13	0	101
1	40	1	48
2	26	2	35
4	16	2	2
0	24	0	24
2	13	4	1
4	32	1	2
4	19	0	77
3	29	1	60
1	7	5	96
2	4	2	16
1	97	1	17
0	10	0	49
1	93	0	26
0	38	2	30
2	20	7	39
5	13	2	29
9	21	2	25
1	4	1	1
0	18	3	6
0	24	1	56
7	15	0	80
3	29	0	35
1	11	4	42
4	94	2	48
1	72	0	3
0	15	1	61
1	6	0	29
3	102	2	9
0	12	4	33
5	72	0	31
1	33	5	1
2	34	1	14
0	141	0	4
5	1	1	33
4	12	2	55
1	8	0	89
5	38	3	116
2	25	2	15
1	11	0	31
3	32	2	67
1	16	1	174
1	11	1	4
2	77	1	0
1	49	4	19
3	5	0	37
4	59	3	2
1	31	5	9
1	10	2	67
0	14	0	7
0	12	1	23
5	3	0	63
2	6	1	89
2	26	1	7
1	127	0	5
0	16	0	36
1	2	0	126
2	1	1	43
2	19	8	28
3	2	2	0
1	8	4	1
0	27	7	25
0	57	1	4
4	18	5	100
2	94	3	12
1	47	3	32
2	9	2	45
3	8	10	27
3	44	2	8
0	24	2	128
1	26	3	55
4	10	1	5
1	40	2	32
2	47	3	17
7	20	2	26
1	9	0	15
1	30	1	15
1	41	2	6
0	17	3	23
3	158	4	12
0	34	0	6
1	10	2	24
1	6	1	29
2	23	0	20
1	26	7	31
4	4	1	19
1	23	1	7
3	9	4	12
0	18	1	50
0	40	4	3
0	21	0	69
1	43	0	36
0	79	0	23
3	67	3	44
2	8	0	8
5	27	0	14
2	14	1	114
4	39	1	67
2	65	1	4
4	2	5	38
1	97	2	54
2	15	0	18
0	13	2	14
1	23	0	5
2	31	2	1
0	32	1	27
2	12	2	5
1	51	4	10
0	5	0	73
1	9	4	30
6	21	4	2
0	25	1	22
2	42	2	0
1	34	4	155
0	72	2	21
6	8	0	62
7	24	1	6
1	5	3	11
1	3	1	4
3	3	0	23
2	81	0	69
1	38	2	35
1	13	1	0
3	11	1	46
1	61	1	57
5	10	1	54
3	78	2	5
1	6	1	8
6	8	3	51
1	27	2	9
0	5	0	0
1	14	5	0
1	70	1	2
0	42	5	15
1	4	2	20
0	6	1	62
7	11	1	29
2	16	4	9
1	3	1	10
0	19	1	39
3	47	0	96
3	4	4	29
4	11	0	24
0	45	5	52
7	18	1	17
1	10	1	24
0	17	1	17
2	34	3	56
1	68	2	3
1	11	0	52
4	84	0	31
4	1	6	29
1	43	1	116
6	39	2	11
4	4	0	12
4	60	2	14
3	12	5	46
5	58	1	74
1	34	0	8
0	22	0	6
2	66	1	28
0	48	0	51
2	15	0	3
2	15	0	10
0	25	1	35
1	31	1	41
2	84	6	146
3	3	2	11
0	28	6	51
5	13	3	14
1	5	4	59
2	71	1	96
8	42	2	48
1	32	6	11
6	18	0	62
3	21	0	19
0	49	2	28
2	11	1	21
2	22	3	46
1	10	5	8
2	17	4	68
0	1	4	24
0	36	6	55
6	48	3	11
1	70	1	17
1	11	2	85
1	1	8	11
0	78	1	30
1	42	3	4
2	149	6	19
1	9	1	3
9	1	1	251
1	18	2	53
0	6	0	7
3	76	2	31
0	6	0	8
5	22	0	48
0	45	2	73
0	29	2	36
2	4	0	53
1	87	1	1
6	17	2	46
2	7	0	68
3	39	1	8
2	35	6	13
2	77	0	38
2	2	2	8
2	43	1	5
3	53	0	15
3	38	0	15
0	16	1	26
2	16	1	77
4	39	0	7
0	5	1	1
5	4	1	1
3	12	0	22
2	3	2	0
0	26	3	14
1	11	3	3
0	32	1	9
0	45	2	80
0	16	5	227
0	61	0	7
6	20	2	5
3	3	8	10
2	10	3	2
0	34	2	117
5	19	0	22
1	4	1	24
5	15	1	25
1	16	2	23
1	54	1	92
4	25	2	25
0	24	0	32
7	29	1	4
4	1	1	4
0	47	1	10
0	63	0	55
4	86	1	83
1	23	1	1
2	27	0	8
1	18	1	20
3	5	1	25
2	33	0	61
0	22	1	7
6	113	1	9
0	6	2	84
1	9	2	12
0	24	5	9
2	41	1	16
1	9	6	50
6	20	3	8
1	53	1	6
1	7	0	27
1	103	6	39
0	3	2	32
0	22	1	15
1	5	0	13
3	21	1	28
3	29	0	27
2	1	0	37
2	16	5	10
3	56	1	65
2	91	0	24
0	18	2	7
3	22	1	0
0	9	1	11
4	130	0	33
0	1	5	21
15	26	2	32
3	64	5	6
1	2	0	72
4	16	2	9
1	13	0	17
4	33	4	26
1	5	1	29
2	32	1	20
2	76	1	25
0	43	1	39
1	73	1	31
1	2	2	11
0	140	1	27
0	0	1	66
9	20	2	19
1	23	0	136
5	18	2	5
1	19	11	22
4	37	0	181
2	22	3	14
2	31	4	18
0	21	2	115
3	99	0	37
3	2	5	66
1	20	0	35
0	26	3	21
1	73	1	6
0	15	1	66
0	4	1	8
0	35	0	39
6	6	1	108
2	22	1	144
0	2	5	73
11	37	2	129
3	4	5	88
1	15	4	6
5	7	1	21
6	11	0	28
1	45	4	77
1	61	2	4
1	12	2	21
1	53	1	7
0	1	3	65
2	11	2	47
2	13	0	3
1	6	0	13
1	10	0	10
6	105	2	89
2	0	3	21
1	5	2	26
1	68	0	31
0	23	1	23
1	9	3	20
1	46	0	8
3	27	6	7
0	39	1	5
2	8	0	44
2	37	2	6
0	33	1	12
2	11	0	35
0	17	3	33
2	57	1	57
1	14	1	32
4	50	3	19
1	7	2	37
1	11	4	18
9	82	5	5
1	14	2	26
6	7	0	14
1	17	2	14
4	18	1	24
0	7	3	5
2	9	1	45
4	20	1	13
1	16	3	2
2	42	1	0
3	4	0	27
2	15	3	32
0	70	1	59
2	0	1	10
2	2	1	51
2	14	0	18
1	51	0	8
2	8	0	71
1	1	2	19
2	32	0	17
2	10	5	56
2	14	2	15
1	16	2	15
1	3	4	10
4	8	1	27
1	71	2	5
2	28	1	7
1	29	0	6
1	173	1	23
1	41	1	56
0	6	1	18
1	5	3	17
1	68	2	19
1	36	0	15
2	90	1	21
3	12	1	20
6	31	3	14
1	10	0	86
1	105	1	33
2	48	1	10
15	9	7	65
4	18	1	137
1	38	2	68
1	15	1	27
3	46	1	25
2	39	3	9
5	10	0	48
4	15	2	19
3	6	7	34
7	16	1	4
3	10	1	45
3	16	2	47
2	4	0	38
3	12	1	7
0	0	1	44
1	10	1	163
4	0	7	59
1	8	1	10
1	9	0	6
1	27	1	7
4	5	1	18
3	29	5	13
0	18	1	93
0	4	3	26
3	3	0	1
3	18	0	18
0	114	1	11
1	2	0	41
1	25	1	48
1	61	1	21
1	3	4	11
12	13	2	15
6	61	2	48
3	6	1	96
5	11	0	2
5	16	7	10
5	11	1	11
4	13	2	12
2	12	0	22
0	5	2	13
3	19	1	58
5	30	2	40
1	29	6	69
3	11	0	25
0	30	1	28
6	14	0	81
8	10	2	3
1	23	1	77
2	30	0	39
0	8	8	2
3	19	5	79
0	48	4	8
1	61	4	73
3	8	1	165
3	11	1	41
0	46	1	21
1	49	0	38
2	20	0	1
0	18	1	65
1	12	0	7
1	83	1	7
1	17	6	14
1	36	6	68
3	2	1	91
0	19	0	5
0	1	1	11
1	22	2	16
1	15	3	45
2	25	0	48
0	55	0	49
3	41	0	60
1	27	2	1
1	18	1	67
3	44	0	20
3	45	1	60
9	31	0	34
2	23	3	1
2	34	2	7
1	7	3	102
9	35	2	114
7	8	1	37
1	13	3	7
0	111	1	17
7	14	1	8
4	18	1	2
0	47	1	3
8	17	3	17
2	1	1	20
2	32	1	7
1	32	0	103
2	16	1	3
3	12	0	21
0	100	0	19
3	12	0	16
3	41	0	112
1	1	0	1
1	5	1	21
1	37	2	76
4	50	3	73
0	22	4	62
2	28	2	118
1	28	0	19
3	23	0	7
4	129	3	21
1	117	1	11
2	46	5	11
3	37	1	61
4	57	0	20
3	55	2	8
0	38	3	34
2	67	1	54
6	3	1	18
1	91	0	6
2	10	1	37
1	25	7	15
2	70	0	61
2	18	0	14
1	50	1	36
0	13	4	2
0	13	2	9
0	15	1	124
3	2	0	27
4	9	2	4
4	10	5	7
0	45	0	12
1	13	0	57
1	63	2	75
2	20	3	36
0	2	0	138
1	89	0	1
1	48	3	20
2	6	0	20
2	19	1	3
3	8	0	14
1	34	7	18
5	10	0	48
2	10	2	32
2	11	4	1
0	64	0	16
1	32	1	30
1	10	4	3
1	3	3	3
1	14	2	29
1	9	7	72
0	0	1	22
5	110	0	6
0	19	0	14
11	27	0	96
5	64	2	7
1	58	3	34
8	3	3	35
2	40	3	9
3	36	1	0
0	5	0	11
0	15	1	87
0	7	4	46
2	4	2	50
7	10	0	3
3	33	1	48
0	35	0	23
4	4	2	10
4	29	1	36
1	9	1	9
5	4	2	17
8	20	6	18
3	7	5	4
1	4	0	4
1	26	5	8
1	4	2	62
5	1	0	90
1	23	4	3
1	1	5	37
1	135	2	5
6	7	3	28
0	14	5	23
8	53	6	50
2	60	1	47
8	30	1	3
5	32	3	116
4	35	2	22
1	11	0	137
3	32	6	1
9	63	2	56
0	2	0	6
4	40	0	22
3	7	1	36
2	1	0	14
2	58	2	7
1	34	1	19
4	4	1	5
0	86	3	36
2	74	3	78
2	96	1	14
1	17	1	45
1	80	3	34
3	15	3	2
0	35	1	8
0	11	2	18
0	23	2	12
3	20	2	6
0	68	0	19
1	19	3	18
2	22	4	110
2	6	0	65
2	5	0	17
0	1	4	21
4	6	6	162
3	41	1	32
2	7	2	45
2	11	1	4
0	5	0	4
0	35	3	3
2	23	4	93
2	21	1	36
2	109	5	140
1	2	1	2
0	36	4	57
1	17	0	29
0	2	1	14
2	18	6	99
6	33	2	3
1	60	4	6
0	19	7	54
14	6	1	16
0	86	2	81
9	41	1	19
5	43	1	81
0	2	2	5
1	64	1	17
3	15	1	11
0	21	2	10
2	2	1	19
2	7	1	28
2	11	5	20
1	19	5	31
2	12	0	15
11	61	2	21
0	147	1	12
2	38	3	40
1	4	1	53
5	24	0	21
1	23	0	164
7	67	1	45
0	11	2	67
0	22	0	6
1	48	2	1
5	3	0	3
3	5	3	109
4	39	0	3
4	46	1	15
2	14	0	35
10	11	1	64
0	3	1	12
3	5	3	14
0	8	9	6
1	1	4	17
3	18	3	20
8	16	1	7
3	47	3	40
2	5	2	4
2	31	5	70
0	4	3	34
1	6	1	17
2	23	0	73
1	70	0	4
0	64	0	17
0	20	0	52
6	10	1	14
1	86	2	5
5	36	2	20
1	3	0	53
1	0	1	1
2	4	8	11
6	13	0	9
2	25	3	25
4	39	1	43
1	43	2	2
1	34	0	66
4	54	0	11
1	15	1	12
7	39	1	4
1	42	8	16
1	87	0	7
0	10	1	67
0	17	1	32
2	15	0	33
1	33	2	72
1	35	1	9
1	102	2	7
2	1	3	25
1	1	2	45
0	103	3	52
1	11	0	1
1	41	2	53
4	13	1	8
0	54	1	13
2	8	1	15
1	23	6	12
4	40	1	12
0	30	3	22
3	12	10	53
3	26	3	18
2	7	1	32
1	42	2	99
1	13	0	0
0	41	1	2
6	4	0	0
3	16	1	9
0	10	4	9
4	6	1	2
1	48	0	3
1	58	1	46
3	16	1	24
0	30	0	59
2	56	0	15
2	35	0	66
2	50	1	11
5	3	1	108
3	6	1	35
0	88	4	7
3	81	1	56
0	53	1	0
1	39	1	5
1	13	2	7
2	1	1	24
7	101	5	100
1	19	4	29
2	23	1	193
1	4	1	32
0	27	1	14
4	3	1	9
2	9	0	37
0	20	0	13
11	7	1	37
1	75	1	22
1	7	1	12
4	19	1	146
3	15	1	22
2	27	4	25
1	21	3	6
4	6	0	1
1	9	1	38
3	5	3	43
4	7	1	15
2	1	0	57
1	12	1	4
2	35	2	18
0	2	0	3
7	5	1	31
0	87	1	66
1	14	0	15
0	14	3	34
1	36	3	2
6	18	2	9
4	6	0	0
1	11	0	13
1	54	1	22
1	7	1	12
2	50	5	5
3	2	5	70
0	28	0	6
2	19	1	12
2	3	1	0
3	70	3	56
1	43	2	51
4	23	0	172
1	52	3	46
4	56	1	20
3	7	0	14
3	61	4	21
5	1	2	16
0	35	3	75
2	5	1	58
6	7	10	84
2	49	0	5
1	28	1	3
0	10	0	55
1	26	1	21
0	20	1	3
5	78	0	70
3	32	2	136
1	29	1	15
0	98	1	7
1	6	5	22
2	21	8	24
3	6	2	6
2	8	4	28
2	33	2	39
4	50	1	3
0	36	1	20
0	10	2	4
1	15	1	51
1	88	2	30
1	18	3	84
6	30	0	46
2	10	0	0
0	52	1	7
1	6	0	13
1	6	0	35
4	10	2	9
1	20	2	48
1	47	0	30
5	15	1	31
0	15	2	19
1	34	1	9
1	5	0	2
6	6	2	90
1	6	1	37
7	32	2	5
2	10	0	35
0	5	1	29
7	10	3	5
1	31	2	5
1	22	1	6
3	5	0	2
0	2	1	21
1	13	1	35
8	11	1	12
3	53	4	24
3	17	0	13
3	66	1	15
0	37	1	13
2	44	9	95
1	27	3	69
1	16	4	2
1	38	4	8
2	5	8	20
1	17	1	8
3	11	1	2
1	91	1	98
1	1	4	7
0	28	2	69
2	0	8	54
3	2	1	61
0	102	3	51
1	1	0	27
0	26	0	32
0	78	9	3
4	35	0	121
1	69	1	6
1	28	1	31
0	1	0	48
2	14	0	18
6	9	4	18
4	22	1	7
0	46	7	2
2	18	0	1
0	63	0	7
3	86	2	34
9	6	1	82
1	1	1	1
2	36	0	12
3	0	1	2
1	6	1	11
2	5	0	4
2	1	1	85
1	4	0	34
3	29	1	15
1	17	1	17
2	30	2	35
1	20	5	105
2	14	2	66
0	40	2	4
3	14	1	20
6	3	0	34
1	0	2	3
0	9	2	25
3	14	1	7
0	8	0	1
0	111	2	52
0	11	0	16
3	1	1	4
1	3	4	17
5	6	2	5
4	11	2	20
0	50	2	49
2	6	0	26
7	121	1	44
0	6	3	26
1	90	2	5
2	23	2	112
4	5	3	111
3	19	2	73
3	0	2	41
3	1	0	104
1	22	3	12
4	50	0	15
4	21	0	42
4	64	2	20
1	11	4	48
3	30	1	12
0	8	2	75
5	45	2	15
3	17	0	51
1	2	0	112
3	13	1	133
5	4	2	5
0	28	10	9
0	5	0	23
0	25	0	110
1	11	2	86
3	75	1	9
3	0	4	21
0	9	1	123
2	23	0	6
3	16	0	66
1	51	2	1
1	17	0	29
2	16	1	11
3	5	3	71
3	43	1	31
1	29	1	13
2	7	2	7
3	54	0	22
1	23	1	15
0	14	0	0
2	165	1	37
3	31	2	41
5	6	1	87
0	40	1	126
2	7	1	17
0	10	0	39
3	8	6	64
1	24	0	9
3	27	1	31
0	26	1	4
3	70	2	25
14	70	2	4
1	3	2	41
0	46	0	8
3	26	1	18
1	15	2	3
1	15	6	2
1	15	1	160
2	4	6	20
0	13	1	88
2	2	3	4
4	26	4	12
3	7	5	48
6	5	2	21
0	20	5	2
1	66	3	22
0	11	1	10
3	37	3	14
1	1	2	34
0	11	3	18
1	53	0	3
8	69	0	24
1	18	1	58
3	7	2	6
1	58	1	10
2	13	1	4
2	8	0	36
3	29	2	40
2	6	1	32
0	2	1	24
1	1	3	18
1	37	3	4
1	22	1	93
12	68	0	34
2	18	1	23
4	48	1	9
1	37	0	10
1	38	1	138
6	43	1	5
2	16	0	66
3	24	4	66
1	91	0	1
3	31	1	9
2	75	2	53
2	33	1	5
2	50	0	23
1	104	0	26
11	31	0	26
0	15	1	125
1	1	3	33
4	11	6	2
6	24	1	0
0	1	1	8
1	14	1	7
1	21	1	4
1	34	4	71
2	28	2	18
2	8	3	21
2	29	0	42
5	62	1	71
5	16	2	5
1	20	1	52
0	6	0	31
3	32	4	10
1	30	1	5
3	20	2	41
6	7	0	47
1	33	0	52
2	9	8	65
1	41	1	17
2	69	1	55
4	13	3	6
1	3	1	34
2	35	0	68
1	21	1	3
0	24	6	13
1	16	3	4
0	41	0	105
3	31	4	161
2	22	3	35
3	29	0	3
1	24	0	31
1	8	1	51
1	24	2	18
3	19	0	107
2	8	2	30
2	85	4	36
0	26	1	1
1	17	0	22
1	8	2	12
2	77	0	6
0	11	1	134
6	1	0	4
5	15	2	85
1	31	2	12
0	33	2	8
4	1	4	4
2	2	1	86
1	51	1	89
0	24	9	2
2	32	2	22
0	16	0	59
0	73	1	1
2	3	0	49
2	4	2	5
1	14	1	46
1	29	5	116
0	2	4	48
3	6	1	100
2	1	4	14
8	42	1	47
1	45	1	34
1	0	1	33
4	122	1	1
2	95	0	33
3	123	2	9
4	6	2	106
1	55	6	19
1	8	1	40
0	8	1	18
4	4	1	54
1	7	4	57
2	9	0	34
10	45	3	6
9	82	3	20
0	21	0	35
0	24	1	25
4	70	1	36
1	76	1	31
4	39	1	25
0	2	0	52
0	2	0	4
5	28	6	33
3	15	0	18
5	30	5	10
2	26	0	2
2	36	0	23
1	52	4	11
2	28	4	113
3	4	3	24
3	35	0	44
0	61	4	18
2	26	2	12
4	30	4	19
2	24	1	49
1	22	0	122
1	20	4	4
5	7	1	26
0	10	2	22
3	33	3	9
2	46	4	7
4	5	0	162
0	35	0	62
1	6	0	101
1	62	1	50
1	18	2	44
1	29	2	59
4	64	1	62
1	29	1	41
2	22	2	0
1	37	2	3
1	5	2	34
0	20	7	11
4	44	2	90
2	12	4	205
1	30	0	2
3	53	2	24
5	5	2	1
0	20	0	2
1	4	3	22
2	15	1	10
1	7	4	12
1	3	4	91
0	4	3	15
1	30	0	26
3	40	4	120
1	109	0	2
5	3	3	27
6	5	1	54
0	36	3	19
4	2	4	43
4	17	0	15
2	6	2	19
2	7	3	134
1	5	1	47
2	19	4	31
2	14	2	54
1	30	4	66
0	25	1	11
0	8	1	0
4	28	1	67
3	17	4	44
0	37	0	3
3	47	2	10
4	80	0	2
2	68	2	58
2	18	1	32
7	1	1	10
0	7	3	20
1	34	1	13
3	17	0	148
0	23	0	2
1	30	1	32
4	26	0	61
3	28	5	3
5	55	1	10
1	7	1	40
1	2	1	11
1	4	0	55
0	4	2	6
1	26	0	17
4	76	0	63
1	11	2	4
2	19	2	12
1	8	4	18
0	16	0	55
0	28	1	1
0	2	5	31
1	13	0	3
1	28	1	9
4	8	3	34
0	19	2	14
3	84	1	52
0	5	5	92
3	60	1	4
12	16	0	49
2	3	0	28
0	9	2	13
2	2	7	15
2	50	2	60
2	31	0	1
8	41	1	9
0	37	0	11
4	7	0	186
2	6	3	139
1	48	0	75
8	10	1	53
1	29	3	13
4	34	2	25
0	14	1	9
3	1	2	54
1	8	0	15
0	57	2	43
0	0	3	93
3	18	6	72
1	30	1	19
1	12	1	2
2	20	1	1
0	22	0	79
3	23	1	5
4	21	2	16
1	15	0	67
4	26	0	40
2	4	2	59
2	1	3	27
5	67	10	34
1	20	0	48
2	5	0	36
4	63	0	18
7	29	1	69
1	53	1	19
0	20	4	37
1	19	5	14
0	13	1	20
2	19	1	5
0	6	2	14
1	19	1	58
0	34	4	8
3	2	0	33
