0	24	0	0	0	0	0	0	0	0	0
0	46	0	0	0	0	0	0	0	0	0
0	387	0	0	0	0	0	0	0	0	0
0	94	0	0	0	0	0	0	0	0	0
0	210	0	0	0	0	0	0	0	0	0
0	115	0	0	0	0	0	0	0	0	0
0	69	0	0	0	0	0	0	0	0	0
0	56	0	0	0	0	0	0	0	0	0
0	60	0	0	0	0	0	0	0	0	0
0	62	0	0	0	0	0	0	0	0	0
0	256	0	0	0	0	0	0	0	0	0
0	42	0	0	0	0	0	0	0	0	0
0	10	0	0	0	0	0	0	0	0	0
0	53	0	0	0	0	0	0	0	0	0
0	81	0	0	0	0	0	0	0	0	0
0	12	0	0	0	0	0	0	0	0	0
0	23	0	0	0	0	0	0	0	0	0
0	34	0	0	0	0	0	0	0	0	0
0	112	0	0	0	0	0	0	0	0	0
0	42	0	0	0	0	0	0	0	0	0
0	327	0	0	0	0	0	0	0	0	0
0	12	0	0	0	0	0	0	0	0	0
0	54	0	0	0	0	0	0	0	0	0
0	59	0	0	0	0	0	0	0	0	0
0	170	0	0	0	0	0	0	0	0	0
0	21	0	0	0	0	0	0	0	0	0
0	8	0	0	0	0	0	0	0	0	0
0	265	0	0	0	0	0	0	0	0	0
0	16	0	0	0	0	0	0	0	0	0
0	7	0	0	0	0	0	0	0	0	0
0	11	0	0	0	0	0	0	0	0	0
0	29	0	0	0	0	0	0	0	0	0
0	110	0	0	0	0	0	0	0	0	0
0	118	0	0	0	0	0	0	0	0	0
0	220	0	0	0	0	0	0	0	0	0
0	8	0	0	0	0	0	0	0	0	0
0	27	0	0	0	0	0	0	0	0	0
0	142	0	0	0	0	0	0	0	0	0
0	79	0	0	0	0	0	0	0	0	0
0	169	0	0	0	0	0	0	0	0	0
0	163	0	0	0	0	0	0	0	0	0
0	7	0	0	0	0	0	0	0	0	0
0	100	0	0	0	0	0	0	0	0	0
0	18	0	0	0	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	0
0	12	0	0	0	0	0	0	0	0	0
0	189	0	0	0	0	0	0	0	0	0
0	150	0	0	0	0	0	0	0	0	0
0	47	0	0	0	0	0	0	0	0	0
0	82	0	0	0	0	0	0	0	0	0
0	168	0	0	0	0	0	0	0	0	0
0	16	0	0	0	0	0	0	0	0	0
0	109	0	0	0	0	0	0	0	0	0
0	48	0	0	0	0	0	0	0	0	0
0	7	0	0	0	0	0	0	0	0	0
0	106	0	0	0	0	0	0	0	0	0
0	24	0	0	0	0	0	0	0	0	0
0	121	0	0	0	0	0	0	0	0	0
0	130	0	0	0	0	0	0	0	0	0
0	36	0	0	0	0	0	0	0	0	0
0	34	0	0	0	0	0	0	0	0	0
0	12	0	0	0	0	0	0	0	0	0
0	36	0	0	0	0	0	0	0	0	0
0	135	0	0	0	0	0	0	0	0	0
0	13	0	0	0	0	0	0	0	0	0
0	108	0	0	0	0	0	0	0	0	0
0	9	0	0	0	0	0	0	0	0	0
0	87	0	0	0	0	0	0	0	0	0
0	17	0	0	0	0	0	0	0	0	0
0	57	0	0	0	0	0	0	0	0	0
0	31	0	0	0	0	0	0	0	0	0
0	29	0	0	0	0	0	0	0	0	0
0	183	0	0	0	0	0	0	0	0	0
0	51	0	0	0	0	0	0	0	0	0
0	113	0	0	0	0	0	0	0	0	0
0	88	0	0	0	0	0	0	0	0	0
0	11	0	0	0	0	0	0	0	0	0
0	146	0	0	0	0	0	0	0	0	0
0	10	0	0	0	0	0	0	0	0	0
0	127	0	0	0	0	0	0	0	0	0
0	27	0	0	0	0	0	0	0	0	0
0	10	0	0	0	0	0	0	0	0	0
0	13	0	0	0	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	0
0	267	0	0	0	0	0	0	0	0	0
0	15	0	0	0	0	0	0	0	0	0
0	20	0	0	0	0	0	0	0	0	0
0	140	0	0	0	0	0	0	0	0	0
0	55	0	0	0	0	0	0	0	0	0
0	23	0	0	0	0	0	0	0	0	0
0	6	0	0	0	0	0	0	0	0	0
0	221	0	0	0	0	0	0	0	0	0
0	28	0	0	0	0	0	0	0	0	0
0	20	0	0	0	0	0	0	0	0	0
0	36	0	0	0	0	0	0	0	0	0
0	66	0	0	0	0	0	0	0	0	0
0	73	0	0	0	0	0	0	0	0	0
0	33	0	0	0	0	0	0	0	0	0
0	105	0	0	0	0	0	0	0	0	0
0	76	0	0	0	0	0	0	0	0	0
